class	time_point	hc	class2	final_class
ENSG00000181264	variable	variable	cluster_3	bending	bending
ENSG00000181274	peaking	H048	NA	NA	peaking
ENSG00000181284	variable	variable	cluster_3	bending	bending
ENSG00000181315	moderate_expression	flat	cluster_3	bending	bending
ENSG00000181374	upregulation	NA	NA	NA	upregulation
ENSG00000181381	variable	variable	cluster_2	upregulation	upregulation
ENSG00000181396	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000181444	variable	variable	cluster_2	upregulation	upregulation
ENSG00000181450	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181467	upregulation	NA	NA	NA	upregulation
ENSG00000181472	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181481	upregulation	NA	NA	NA	upregulation
ENSG00000181513	variable	variable	cluster_2	upregulation	upregulation
ENSG00000181523	upregulation	NA	NA	NA	upregulation
ENSG00000181610	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181631	upregulation	NA	NA	NA	upregulation
ENSG00000181634	upregulation	NA	NA	NA	upregulation
ENSG00000181638	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000181666	high_expression	flat	cluster_3	bending	bending
ENSG00000181704	upregulation	NA	NA	NA	upregulation
ENSG00000181744	variable	variable	cluster_2	upregulation	upregulation
ENSG00000181751	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181788	downregulation	NA	NA	NA	downregulation
ENSG00000181789	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000181804	upregulation	NA	NA	NA	upregulation
ENSG00000181817	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000181826	upregulation	NA	NA	NA	upregulation
ENSG00000181827	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181852	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000181873	peaking	H003	NA	NA	peaking
ENSG00000181885	upregulation	NA	NA	NA	upregulation
ENSG00000181896	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000181915	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000181924	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181929	upregulation	NA	NA	NA	upregulation
ENSG00000181938	downregulation	NA	NA	NA	downregulation
ENSG00000181982	variable	variable	cluster_3	bending	bending
ENSG00000181991	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182004	downregulation	NA	NA	NA	downregulation
ENSG00000182010	downregulation	NA	NA	NA	downregulation
ENSG00000182022	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182054	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182095	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182108	upregulation	NA	NA	NA	upregulation
ENSG00000182117	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182134	variable	variable	cluster_3	bending	bending
ENSG00000182141	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182150	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000182162	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182173	downregulation	NA	NA	NA	downregulation
ENSG00000182175	downregulation	NA	NA	NA	downregulation
ENSG00000182183	downregulation	NA	NA	NA	downregulation
ENSG00000182196	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000182197	peaking	H072	NA	NA	peaking
ENSG00000182199	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000182208	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182220	upregulation	NA	NA	NA	upregulation
ENSG00000182224	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182240	variable	variable	cluster_3	bending	bending
ENSG00000182247	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182272	downregulation	NA	NA	NA	downregulation
ENSG00000182287	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182307	downregulation	NA	NA	NA	downregulation
ENSG00000182362	high_expression	flat	cluster_3	bending	bending
ENSG00000182372	upregulation	NA	NA	NA	upregulation
ENSG00000182400	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182473	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000182481	downregulation	NA	NA	NA	downregulation
ENSG00000182504	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182511	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182512	downregulation	NA	NA	NA	downregulation
ENSG00000182518	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182534	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182544	upregulation	NA	NA	NA	upregulation
ENSG00000182552	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182557	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182568	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182578	bending	H006	NA	NA	bending
ENSG00000182621	downregulation	NA	NA	NA	downregulation
ENSG00000182628	downregulation	NA	NA	NA	downregulation
ENSG00000182670	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182704	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182718	peaking	H072	NA	NA	peaking
ENSG00000182749	variable	variable	cluster_3	bending	bending
ENSG00000182768	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182774	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000182782	upregulation	NA	NA	NA	upregulation
ENSG00000182809	peaking	H036	NA	NA	peaking
ENSG00000182810	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182827	high_expression	flat	cluster_3	bending	bending
ENSG00000182853	upregulation	NA	NA	NA	upregulation
ENSG00000182866	downregulation	NA	NA	NA	downregulation
ENSG00000182871	peaking	H072	NA	NA	peaking
ENSG00000182872	downregulation	NA	NA	NA	downregulation
ENSG00000182885	peaking	H072	NA	NA	peaking
ENSG00000182899	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000182903	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182923	variable	variable	cluster_1	downregulation	downregulation
ENSG00000182944	downregulation	NA	NA	NA	downregulation
ENSG00000182957	variable	variable	cluster_2	upregulation	upregulation
ENSG00000182963	downregulation	NA	NA	NA	downregulation
ENSG00000182973	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000182979	downregulation	NA	NA	NA	downregulation
ENSG00000183010	downregulation	NA	NA	NA	downregulation
ENSG00000183011	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183018	downregulation	NA	NA	NA	downregulation
ENSG00000183019	peaking	H072	NA	NA	peaking
ENSG00000183020	variable	variable	cluster_3	bending	bending
ENSG00000183023	variable	variable	cluster_2	upregulation	upregulation
ENSG00000183044	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183048	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183077	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000183087	upregulation	NA	NA	NA	upregulation
ENSG00000183117	downregulation	NA	NA	NA	downregulation
ENSG00000183161	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183172	high_expression	flat	cluster_3	bending	bending
ENSG00000183196	downregulation	NA	NA	NA	downregulation
ENSG00000183207	downregulation	NA	NA	NA	downregulation
ENSG00000183255	upregulation	NA	NA	NA	upregulation
ENSG00000183258	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183281	downregulation	NA	NA	NA	downregulation
ENSG00000183283	high_expression	flat	cluster_3	bending	bending
ENSG00000183291	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000183307	peaking	H036	NA	NA	peaking
ENSG00000183354	variable	variable	cluster_3	bending	bending
ENSG00000183386	variable	variable	cluster_2	upregulation	upregulation
ENSG00000183401	upregulation	NA	NA	NA	upregulation
ENSG00000183426	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183431	downregulation	NA	NA	NA	downregulation
ENSG00000183474	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000183475	moderate_expression	flat	cluster_2	upregulation	upregulation
ENSG00000183486	bending	H006	NA	NA	bending
ENSG00000183495	downregulation	NA	NA	NA	downregulation
ENSG00000183496	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183513	variable	variable	cluster_2	upregulation	upregulation
ENSG00000183520	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183527	downregulation	NA	NA	NA	downregulation
ENSG00000183570	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183576	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000183578	upregulation	NA	NA	NA	upregulation
ENSG00000183597	upregulation	NA	NA	NA	upregulation
ENSG00000183605	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183621	variable	variable	cluster_3	bending	bending
ENSG00000183624	downregulation	NA	NA	NA	downregulation
ENSG00000183647	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183655	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183684	downregulation	NA	NA	NA	downregulation
ENSG00000183688	peaking	H024	NA	NA	peaking
ENSG00000183690	peaking	H024	NA	NA	peaking
ENSG00000183691	downregulation	NA	NA	NA	downregulation
ENSG00000183696	upregulation	NA	NA	NA	upregulation
ENSG00000183718	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000183722	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183726	upregulation	NA	NA	NA	upregulation
ENSG00000183741	variable	variable	cluster_2	upregulation	upregulation
ENSG00000183742	upregulation	NA	NA	NA	upregulation
ENSG00000183751	peaking	H006	NA	NA	peaking
ENSG00000183763	downregulation	NA	NA	NA	downregulation
ENSG00000183765	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183793	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183814	downregulation	NA	NA	NA	downregulation
ENSG00000183826	variable	variable	cluster_3	bending	bending
ENSG00000183856	variable	variable	cluster_1	downregulation	downregulation
ENSG00000183889	downregulation	NA	NA	NA	downregulation
ENSG00000183955	downregulation	NA	NA	NA	downregulation
ENSG00000183963	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184005	peaking	H009	NA	NA	peaking
ENSG00000184007	variable	variable	cluster_3	bending	bending
ENSG00000184009	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184014	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184047	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000184056	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000184060	upregulation	NA	NA	NA	upregulation
ENSG00000184083	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184110	downregulation	NA	NA	NA	downregulation
ENSG00000184117	downregulation	NA	NA	NA	downregulation
ENSG00000184162	downregulation	NA	NA	NA	downregulation
ENSG00000184178	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184182	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184185	downregulation	NA	NA	NA	downregulation
ENSG00000184194	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184205	peaking	H003	NA	NA	peaking
ENSG00000184207	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184208	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184216	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184220	downregulation	NA	NA	NA	downregulation
ENSG00000184221	upregulation	NA	NA	NA	upregulation
ENSG00000184232	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184381	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184384	upregulation	NA	NA	NA	upregulation
ENSG00000184428	downregulation	NA	NA	NA	downregulation
ENSG00000184432	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184436	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184445	downregulation	NA	NA	NA	downregulation
ENSG00000184470	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184481	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184500	upregulation	NA	NA	NA	upregulation
ENSG00000184508	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184517	downregulation	NA	NA	NA	downregulation
ENSG00000184557	upregulation	NA	NA	NA	upregulation
ENSG00000184574	bending	H006	NA	NA	bending
ENSG00000184575	downregulation	NA	NA	NA	downregulation
ENSG00000184584	peaking	H036	NA	NA	peaking
ENSG00000184588	upregulation	NA	NA	NA	upregulation
ENSG00000184602	variable	variable	cluster_3	bending	bending
ENSG00000184640	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184661	downregulation	NA	NA	NA	downregulation
ENSG00000184675	downregulation	NA	NA	NA	downregulation
ENSG00000184702	downregulation	NA	NA	NA	downregulation
ENSG00000184708	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000184730	peaking	H072	NA	NA	peaking
ENSG00000184743	high_expression	flat	cluster_3	bending	bending
ENSG00000184752	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184787	downregulation	NA	NA	NA	downregulation
ENSG00000184840	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184863	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000184887	downregulation	NA	NA	NA	downregulation
ENSG00000184900	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000184903	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184916	downregulation	NA	NA	NA	downregulation
ENSG00000184967	peaking	H006	NA	NA	peaking
ENSG00000184983	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000184985	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184988	variable	variable	cluster_2	upregulation	upregulation
ENSG00000184990	variable	variable	cluster_1	downregulation	downregulation
ENSG00000184992	variable	variable	cluster_1	downregulation	downregulation
ENSG00000185000	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000185022	variable	variable	cluster_3	bending	bending
ENSG00000185024	downregulation	NA	NA	NA	downregulation
ENSG00000185028	downregulation	NA	NA	NA	downregulation
ENSG00000185033	variable	variable	cluster_2	upregulation	upregulation
ENSG00000185043	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000185046	downregulation	NA	NA	NA	downregulation
ENSG00000185049	variable	variable	cluster_1	downregulation	downregulation
ENSG00000185085	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000185090	variable	variable	cluster_1	downregulation	downregulation
ENSG00000185101	downregulation	NA	NA	NA	downregulation
ENSG00000185104	variable	variable	cluster_1	downregulation	downregulation
ENSG00000185112	peaking	H012	NA	NA	peaking
ENSG00000185115	high_expression	flat	cluster_3	bending	bending
ENSG00000185127	moderate_expression	flat	cluster_3	bending	bending
ENSG00000185158	variable	variable	cluster_2	upregulation	upregulation
ENSG00000185163	downregulation	NA	NA	NA	downregulation
ENSG00000185189	variable	variable	cluster_3	bending	bending
ENSG00000185198	peaking	H018	NA	NA	peaking
ENSG00000185201	bending	H009	NA	NA	bending
ENSG00000185215	variable	variable	cluster_2	upregulation	upregulation
