H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168	tHMM_pf
Peak204801	6	6	6	6	6	6	3	3	3	3	3	3	6
Peak2048087	1	2	2	2	4	4	4	4	4	4	2	2	3
Peak2048088	2	2	2	2	4	4	4	4	4	4	2	2	3
Peak2048089	1	1	1	2	4	4	4	4	4	4	4	2	3
Peak2048117	1	1	2	2	2	2	2	2	2	4	4	4	1
Peak2048333	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak20484	3	3	3	3	3	3	3	3	3	3	5	5	5
Peak2048447	1	1	1	1	1	2	2	2	2	4	4	4	1
Peak20485	5	4	4	4	4	4	4	4	4	4	5	5	3
Peak2048518	1	1	1	2	2	2	4	4	4	5	5	5	2
Peak2048565	3	3	3	3	3	3	3	3	3	3	3	6	6
Peak2048567	3	3	3	3	3	3	3	3	3	3	6	6	7
Peak2048658	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak2048659	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak2048675	1	2	2	2	4	4	4	4	4	4	4	4	2
Peak2048676	1	2	4	4	4	4	4	4	4	4	4	4	3
Peak2048689	1	4	5	5	5	5	5	5	5	5	5	5	6
Peak2048690	1	4	4	5	5	5	5	5	5	5	5	5	6
Peak2048704	4	5	5	5	5	5	5	5	5	5	5	4	6
Peak2048707	2	5	5	5	5	5	5	5	5	5	5	5	6
Peak2048708	2	4	4	4	4	5	5	5	5	5	5	5	6
Peak2048720	2	2	2	2	2	2	4	2	2	2	2	2	7
Peak2048784	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak2048785	4	4	4	4	4	4	4	2	2	2	1	1	4
Peak2048815	1	1	2	2	4	5	5	5	5	5	5	4	6
Peak2048816	1	1	2	2	4	5	5	5	5	5	5	4	6
Peak2048817	1	1	1	2	4	4	5	5	5	5	4	4	6
Peak2048956	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak2049037	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak2049038	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak2049039	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak2049040	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak204909	4	4	4	4	4	4	4	4	4	4	2	4	3
Peak2049109	4	4	4	4	4	4	2	2	2	2	2	1	4
Peak2049149	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak2049150	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak2049151	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak2049210	2	2	2	2	2	2	2	2	4	2	2	2	7
Peak2049311	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2049312	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2049313	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2049380	4	4	4	4	4	4	4	4	2	2	1	1	3
Peak2049458	5	5	5	4	4	4	4	4	4	4	4	4	3
Peak2049459	5	5	5	4	4	4	4	4	4	4	4	4	3
Peak2049526	5	5	5	5	5	4	4	4	4	4	2	1	3
Peak2049527	5	5	5	5	5	4	4	4	4	4	2	1	3
Peak2049683	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak2049684	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak2049702	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak2049815	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak2049816	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak2049834	1	1	1	2	2	4	4	4	4	4	4	4	2
Peak2049897	5	5	5	5	5	5	4	4	4	4	4	5	6
Peak2049898	5	4	4	4	4	4	4	4	4	4	4	5	3
Peak2049934	1	1	1	1	1	2	4	5	5	5	5	5	1
Peak2049935	1	1	1	2	2	2	4	5	5	5	5	5	2
Peak2049936	1	1	1	2	2	2	4	5	5	5	5	5	2
Peak2049937	1	1	1	1	2	2	4	5	5	5	5	5	1
Peak2050011	2	2	2	4	4	4	4	4	4	4	4	4	2
Peak2050044	1	1	1	1	1	1	1	2	2	4	2	2	5
Peak2050091	2	4	5	5	5	5	5	5	5	5	5	5	6
Peak2050092	2	4	5	5	5	5	5	5	5	5	5	5	6
Peak2050138	2	2	2	4	4	4	4	4	4	2	2	2	3
Peak2050139	2	2	2	2	4	4	4	4	4	2	2	2	3
Peak2050158	2	2	2	2	4	4	4	3	3	5	5	4	2
Peak2050166	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak2050252	1	1	1	1	1	1	1	2	4	5	5	5	5
Peak2050317	1	1	1	1	1	1	1	1	1	1	2	1	5
Peak2050392	2	2	2	2	2	2	2	2	2	2	2	4	7
Peak205057	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak205058	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak2050596	2	2	2	2	2	2	1	1	2	2	2	2	7
Peak2050597	2	2	2	2	2	1	1	1	1	1	2	2	7
Peak205064	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak2050685	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak2050686	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak2050808	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak2050900	1	2	2	2	2	2	4	4	4	5	5	5	2
Peak2050901	1	2	2	2	2	2	4	4	5	5	5	5	2
Peak2050936	5	5	4	4	4	4	4	4	4	4	4	4	3
Peak2050938	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2050967	1	2	2	2	2	2	2	2	2	2	1	1	7
Peak2050971	1	1	1	1	1	2	2	2	2	2	1	1	1
Peak2050972	1	1	1	1	1	1	2	2	2	1	1	1	1
Peak205104	4	2	2	4	4	4	4	4	4	4	4	4	3
Peak2051145	1	1	2	2	2	2	2	2	4	2	2	2	4
Peak2051250	1	2	1	1	1	1	1	1	1	2	2	2	5
Peak2051263	4	5	5	5	5	5	5	5	5	5	5	4	6
Peak2051264	4	5	5	5	5	5	5	5	5	5	5	4	6
Peak2051269	2	4	4	2	2	2	2	2	2	2	2	2	4
Peak2051270	2	4	4	2	2	2	2	2	2	2	2	2	4
Peak20514	3	3	3	3	3	3	6	6	6	6	6	6	5
Peak2051462	2	2	2	2	2	2	2	1	1	1	1	2	7
Peak2051463	2	2	2	2	2	2	2	1	1	1	2	2	7
Peak2051480	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak2051562	2	2	2	2	2	2	2	2	2	1	1	2	7
Peak2051698	1	2	1	1	1	1	1	1	1	2	2	1	5
Peak2051735	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak2051767	4	4	2	2	2	2	2	2	1	1	1	2	7
Peak2051812	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak2052080	5	5	5	5	5	5	5	4	4	2	2	2	6
Peak2052103	2	4	4	4	4	4	4	2	2	2	2	1	4
Peak2052105	2	4	2	2	2	2	2	2	2	1	1	1	7
Peak2052108	2	4	4	4	2	2	2	2	2	2	1	1	4
Peak2052109	2	4	4	2	2	2	2	2	2	1	1	1	7
Peak2052159	1	1	1	1	1	2	2	2	2	2	2	2	1
Peak2052183	1	2	2	2	2	2	2	2	2	2	2	2	4
Peak2052260	2	2	2	2	2	2	2	2	2	1	1	2	7
Peak2052279	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak2052289	2	2	2	2	2	1	1	1	1	1	1	1	7
Peak2052297	4	4	4	4	2	2	2	2	2	2	2	2	4
Peak2052300	5	5	4	4	4	4	4	4	2	2	2	2	3
Peak2052301	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak2052329	2	2	2	2	2	2	2	2	1	1	1	1	7
Peak2052330	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak2052336	2	2	2	1	1	1	1	1	1	1	1	1	7
Peak2052359	1	1	1	1	1	2	1	1	1	1	1	1	5
Peak2052415	1	1	1	1	1	1	1	1	1	1	2	1	5
Peak2052432	4	4	4	2	2	2	2	2	4	4	4	4	2
Peak2052433	4	4	2	2	2	2	2	2	2	4	4	4	1
Peak2052500	2	1	1	1	1	1	2	2	2	2	4	4	1
Peak2052717	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak2052718	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak2052724	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak2052771	2	4	2	2	2	2	2	2	2	2	2	4	4
Peak2052848	4	4	4	2	2	2	4	4	2	2	2	4	4
Peak2052849	4	4	4	2	2	2	2	2	2	2	2	4	4
Peak205285	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak205286	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak2052968	2	4	4	2	2	2	2	2	2	2	2	2	4
Peak205303	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak205309	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak205310	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2053104	6	6	6	6	6	6	5	5	5	5	5	5	6
Peak205311	4	5	4	4	4	4	4	4	4	4	2	2	3
Peak2053272	5	5	5	5	5	4	4	3	3	3	3	3	6
Peak2053273	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak2053274	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak2053275	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak2053458	5	5	5	5	3	3	5	5	5	5	6	6	6
Peak2053459	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak2053693	1	4	5	5	5	5	5	5	5	5	5	5	6
Peak2053694	2	4	5	5	5	5	5	5	5	5	5	5	6
Peak2054085	4	4	4	4	4	4	4	4	4	2	3	3	3
Peak2054086	5	4	4	4	4	4	4	4	4	2	3	3	3
Peak2054087	5	4	4	4	4	4	4	4	4	2	3	3	3
Peak2054129	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak2054161	4	4	4	5	5	5	5	5	5	4	4	4	6
Peak2054227	4	5	4	4	4	4	4	2	2	1	1	1	3
Peak2054228	2	4	4	2	2	2	2	2	2	1	1	1	7
Peak2054232	2	4	4	4	2	2	2	2	1	1	1	1	7
Peak2054236	2	4	4	4	2	2	2	2	2	2	2	2	4
Peak2054269	2	2	2	2	2	2	2	2	2	3	3	3	7
Peak2054270	2	2	2	2	2	2	2	2	2	3	3	3	7
Peak2054271	2	2	2	2	2	2	2	2	2	3	3	2	7
Peak2054583	6	6	6	6	6	6	6	6	5	5	5	5	6
Peak2054648	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak2054721	5	3	3	3	3	3	3	3	3	3	6	6	6
Peak2054722	5	3	3	5	5	5	5	3	3	3	6	6	6
Peak2054723	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak2054724	5	5	5	5	5	5	5	5	5	3	6	6	6
Peak2054759	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak2054760	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak2054816	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak2054850	1	1	1	1	1	2	2	2	4	4	4	4	1
Peak2054851	1	1	1	1	1	2	2	2	4	4	4	4	1
Peak2054889	2	2	2	2	2	2	2	4	4	5	5	5	2
Peak2054920	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak2054936	5	5	5	5	5	5	5	5	5	5	5	6	6
Peak2054953	4	4	4	4	4	4	4	4	4	5	3	3	3
Peak2054983	2	2	2	2	2	2	4	4	4	3	3	3	2
Peak2055045	4	4	4	4	4	4	4	5	5	5	5	5	3
Peak2055046	4	4	4	4	4	4	4	5	5	5	5	5	3
Peak2055266	4	2	2	2	2	2	2	3	3	3	3	3	7
Peak2055308	5	5	5	5	3	3	3	3	3	3	3	3	6
Peak2055309	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak2055327	5	5	5	4	4	4	5	5	5	5	4	4	6
Peak2055328	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2055329	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2055344	5	4	4	5	5	5	5	5	5	4	4	4	6
Peak2055374	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2055377	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak2055422	3	3	3	3	3	3	3	3	3	6	6	6	2
Peak2055475	3	3	3	3	3	3	3	3	3	6	6	6	7
Peak2055546	3	3	3	3	3	3	3	3	3	3	3	5	3
Peak2055547	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak2055555	3	3	3	3	3	3	3	3	3	3	6	6	7
Peak2055556	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak2056232	5	5	5	4	4	4	4	4	4	4	4	4	3
Peak2056532	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak2056533	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak205656	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak205657	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak2056574	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak2056575	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak2056582	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2056597	5	5	5	5	5	5	5	5	3	3	3	3	6
Peak2056598	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak2056599	4	4	5	5	5	5	5	5	5	5	3	3	6
Peak2056626	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak205663	4	4	4	4	4	4	2	2	2	2	3	3	4
Peak2056658	4	5	5	4	4	4	4	2	2	2	2	2	3
Peak2056663	5	5	5	5	4	4	4	4	2	2	2	2	3
Peak2056664	5	5	5	5	4	4	4	4	2	2	2	2	3
Peak2056665	5	5	5	5	4	4	4	4	2	2	2	2	3
Peak2056666	4	5	5	5	4	4	4	4	2	2	2	2	3
Peak2056833	6	6	6	6	6	6	6	6	3	3	6	6	3
Peak2056834	3	3	3	3	3	3	3	3	3	3	6	6	4
Peak205688	4	5	4	4	4	4	4	4	2	2	2	2	3
Peak2056906	2	2	4	4	4	4	5	5	5	5	4	4	6
Peak2056907	2	2	4	4	4	4	5	5	5	5	4	4	6
Peak2057112	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak2057113	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak2057204	2	2	2	2	2	2	2	2	2	2	2	4	7
Peak205724	5	5	5	5	5	5	5	5	4	4	3	3	6
Peak205725	5	3	5	5	5	5	5	5	5	4	4	4	6
Peak2057457	4	4	2	2	2	2	2	2	2	2	2	1	4
Peak2057458	4	4	2	2	2	2	2	2	2	1	1	1	7
Peak2057554	1	1	2	2	2	2	2	4	4	4	2	2	2
Peak2057555	1	1	2	2	2	2	2	4	4	4	2	2	2
Peak2057789	4	4	4	4	4	2	2	2	2	2	1	1	4
Peak2057944	1	1	1	1	2	2	2	2	4	4	4	4	1
Peak2057953	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak2057954	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak2058001	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak2058134	1	1	1	1	1	2	2	4	4	5	5	5	1
Peak2058135	1	1	1	1	1	2	2	4	4	5	5	5	1
Peak2058160	2	2	2	2	4	4	4	4	4	4	5	5	2
Peak2058161	2	2	2	2	4	4	4	4	4	4	5	5	2
Peak2058276	4	4	4	4	4	4	4	2	2	2	3	2	4
Peak2058277	4	4	4	4	4	4	4	2	2	2	3	2	4
Peak2058300	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak2058304	4	4	4	4	2	2	2	2	2	2	1	1	4
Peak2058305	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak205831	5	4	4	4	4	4	4	4	4	2	2	2	3
Peak205832	4	4	4	4	4	4	4	4	2	2	2	3	3
Peak205833	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak2058340	2	4	2	2	2	2	2	2	1	1	1	1	7
Peak2058552	1	1	1	1	1	2	2	2	2	2	2	2	1
Peak20587	1	1	1	1	1	1	2	2	4	4	4	4	1
Peak205889	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak2058920	3	2	2	2	2	2	2	2	2	2	2	1	7
Peak2058939	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak2058961	2	4	4	2	2	2	2	2	2	1	1	1	7
Peak2059047	3	3	3	3	3	3	3	3	3	2	2	2	4
Peak205923	4	4	4	4	4	4	4	4	4	4	3	3	3
Peak205924	4	4	4	4	4	4	4	4	4	4	3	3	3
Peak2059325	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2059345	6	5	5	5	5	5	6	6	6	6	6	6	6
Peak2059411	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak2059412	4	4	4	4	4	4	4	3	3	3	3	3	3
Peak2059446	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2059447	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2059448	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2059453	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak2059454	5	5	5	5	5	5	5	5	4	4	4	3	6
Peak2059459	5	5	5	5	5	5	5	5	5	4	3	3	6
Peak2059460	6	6	5	5	5	5	5	5	5	4	3	3	6
Peak2059688	5	5	5	5	5	5	5	5	3	3	6	6	6
Peak2059827	2	2	2	2	2	2	2	4	4	4	2	2	2
Peak2060278	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak2060279	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak2060280	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak2060305	4	4	4	4	4	4	4	4	4	4	3	3	3
Peak2060308	4	4	4	4	3	3	3	3	3	3	3	3	3
Peak2060309	5	5	5	3	3	3	3	3	3	3	3	3	6
Peak2060310	5	5	5	3	3	3	3	3	3	3	3	3	6
Peak2060344	2	2	2	2	2	2	2	2	2	4	5	5	7
Peak206044	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak206058	5	5	4	4	4	4	4	4	4	2	2	2	3
Peak2060651	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak2060652	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak2060653	1	1	1	1	2	2	2	2	2	2	2	2	4
Peak2060711	4	4	4	4	4	4	2	2	3	3	3	3	3
Peak2060712	4	4	4	4	4	2	2	3	3	3	3	3	4
Peak206097	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak206098	4	4	4	4	4	4	4	4	2	2	4	2	3
Peak2061014	4	5	5	5	5	5	5	5	5	4	4	4	6
Peak2061047	2	2	2	2	2	2	2	2	3	3	3	2	7
Peak2061087	3	3	3	3	3	3	3	3	3	6	6	6	7
Peak2061088	6	6	6	3	6	6	6	6	6	6	6	6	1
Peak2061433	4	4	4	4	4	5	5	5	5	5	5	5	6
Peak2061434	4	4	4	4	4	5	5	5	5	5	5	5	6
Peak2061435	4	4	4	4	4	5	5	5	5	5	5	4	6
Peak2061441	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak2061482	5	5	5	5	5	6	6	6	5	5	5	5	6
Peak2061506	4	2	2	2	4	4	4	4	4	5	5	5	3
Peak2061522	6	5	5	5	5	6	6	6	6	6	6	6	6
Peak2061602	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak2061603	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak2061604	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak2061696	5	4	5	5	5	5	5	5	5	3	3	3	6
Peak2061697	5	5	5	5	5	5	5	5	5	5	4	5	6
Peak2061770	4	4	4	4	4	4	4	4	3	3	3	3	3
Peak2061771	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak2061792	2	4	4	4	4	4	4	4	4	4	4	2	3
Peak2061815	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2061816	4	4	4	4	5	5	5	4	4	4	4	2	3
Peak2061824	4	4	2	4	4	4	4	4	4	3	3	3	3
Peak2061927	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak2061962	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2061963	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2062053	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak2062100	5	5	5	5	5	5	5	4	4	3	3	3	6
Peak2062101	5	5	5	5	5	5	5	4	4	3	3	3	6
Peak2062102	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak2062103	5	5	5	3	5	5	5	3	3	3	3	3	6
Peak2062403	4	4	4	5	5	5	5	5	4	4	4	4	6
Peak2062404	4	4	4	4	5	5	5	4	4	4	4	4	3
Peak2062408	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak2062409	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak2062442	4	2	4	4	4	4	4	4	4	4	4	2	3
Peak2062511	4	4	4	4	4	4	4	2	2	2	2	3	4
Peak2062520	1	4	4	4	4	4	4	4	2	2	2	2	3
Peak2062521	1	4	4	4	4	4	4	4	4	4	4	2	3
Peak2062522	1	2	2	2	2	2	2	2	2	2	2	1	7
Peak2062523	1	2	2	2	2	2	2	2	2	2	2	1	7
Peak2062633	5	5	4	4	4	4	4	4	4	4	4	4	3
Peak2062853	5	4	4	4	4	4	4	4	4	4	4	3	3
Peak2062854	5	5	5	5	5	5	5	4	4	4	3	3	6
Peak2062855	5	5	5	5	5	5	5	5	4	4	3	3	6
Peak2062856	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak2062857	5	4	4	4	4	4	4	4	4	4	3	3	3
Peak2063122	5	5	4	4	4	4	4	4	4	4	4	4	3
Peak2063262	2	2	2	2	2	2	1	1	1	1	2	2	7
Peak2063280	5	5	5	5	5	5	4	4	4	3	3	3	6
Peak2063281	5	5	5	5	5	5	5	4	4	3	3	3	6
Peak2063282	5	5	5	5	5	5	5	4	4	3	3	3	6
Peak2063298	4	4	2	2	2	2	2	2	2	2	2	2	4
Peak2063311	5	5	5	5	4	4	4	4	4	4	4	4	3
Peak2063412	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak2063495	2	4	4	4	4	4	5	5	5	5	5	4	3
Peak2063497	2	4	4	4	4	4	5	5	5	5	4	4	6
Peak2063812	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak2063813	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak2063869	5	5	5	5	5	4	4	4	4	3	3	3	6
Peak2063870	5	5	5	5	5	4	4	4	4	3	3	3	6
Peak2063871	5	5	5	5	5	4	4	4	4	2	3	3	6
Peak2063996	5	5	5	5	4	4	4	4	4	3	3	3	3
Peak2063997	5	5	5	5	4	4	4	4	4	3	3	3	3
Peak2063998	5	5	5	5	4	4	4	4	4	3	3	3	3
Peak2064118	4	4	4	4	4	4	4	4	2	2	3	3	3
Peak2064119	4	4	4	4	4	4	4	4	2	2	2	3	3
Peak2064238	4	4	4	4	3	4	4	3	3	3	3	4	3
Peak2064304	4	4	4	4	4	4	4	2	2	2	3	3	3
Peak2064305	4	4	4	4	4	4	4	4	2	2	3	3	3
Peak2064443	4	4	4	4	4	4	2	2	2	2	1	1	4
Peak2064459	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak2064521	2	2	2	2	2	2	3	3	3	3	3	3	7
Peak2064599	2	4	4	4	4	2	4	4	4	4	4	4	2
Peak2064600	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak2064601	2	4	4	4	4	4	4	4	4	4	5	4	3
Peak2064602	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak2064758	6	6	3	3	6	6	6	3	3	6	6	6	4
Peak2064837	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak2064871	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak2064872	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak2064911	5	3	3	5	5	5	5	5	5	5	3	3	6
Peak2064943	5	4	4	3	3	3	3	3	3	3	3	3	4
Peak2064972	5	5	5	5	5	5	4	4	3	3	3	3	6
Peak2064973	5	5	5	5	5	5	5	4	3	3	3	3	6
Peak2064974	4	5	3	3	5	5	4	4	3	3	3	3	6
Peak2065000	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak2065275	2	2	2	2	2	3	3	3	3	3	3	3	2
Peak2065748	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2065749	5	5	5	5	4	4	4	4	4	4	4	4	3
Peak206577	2	2	1	1	1	1	1	2	2	2	2	2	5
Peak2065809	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak2065810	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak2065811	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak2065812	2	4	4	4	5	5	5	5	5	5	5	5	6
Peak2065823	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak2065844	3	3	3	3	3	3	3	6	6	6	6	6	7
Peak2065858	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak2065859	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak2065860	4	4	4	4	4	4	4	4	4	2	2	4	3
Peak2065935	5	5	5	5	3	3	3	3	3	3	3	3	6
Peak2066027	4	5	5	5	5	5	5	4	4	4	4	2	6
Peak2066041	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak2066042	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak2066043	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak2066053	2	4	4	4	4	4	4	4	4	2	2	2	3
Peak2066054	2	4	4	4	4	4	4	4	4	2	2	2	3
Peak2066096	5	5	5	5	5	5	5	5	5	4	3	3	6
Peak2066097	5	5	5	5	5	5	5	5	4	4	3	3	6
Peak2066098	5	5	5	5	5	5	5	4	4	4	3	3	6
Peak2066159	6	6	6	6	6	6	6	6	5	5	5	5	6
Peak2066160	6	6	6	6	6	6	6	6	5	5	5	5	6
Peak2066161	6	6	6	6	6	6	6	6	6	5	5	5	6
Peak2066167	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak2066211	6	6	6	6	6	6	6	6	6	3	3	3	3
Peak2066223	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak2066224	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak2066261	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak2066303	5	5	5	5	5	5	5	5	3	3	3	3	6
Peak2066304	5	5	5	5	5	5	5	5	3	3	3	3	6
Peak2066330	5	5	3	3	3	3	3	3	3	3	3	3	6
Peak2066331	5	5	4	4	4	4	3	3	3	3	3	3	3
Peak2066344	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak2066345	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2066408	4	4	4	4	4	4	4	4	4	4	5	5	3
Peak2066425	5	5	4	4	4	4	4	4	4	4	4	4	3
Peak2066498	2	2	2	2	2	2	2	2	2	1	1	2	7
Peak2066499	2	2	2	2	2	2	2	2	2	1	1	2	7
Peak2066511	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak2066610	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak2066611	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak206662	4	4	4	4	4	4	4	4	4	2	2	3	3
Peak2066642	1	1	2	2	2	2	2	2	2	2	2	4	1
Peak2066677	4	4	4	4	4	4	4	4	2	4	4	4	3
Peak2066678	4	4	4	4	4	4	4	4	2	4	4	4	3
Peak2066679	4	4	4	4	4	4	4	4	2	4	4	4	3
Peak2066909	4	4	4	2	2	2	2	2	2	2	2	4	4
Peak2066910	4	4	4	4	4	4	4	4	2	2	2	4	3
Peak2066911	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak2066935	4	4	4	4	4	4	2	2	2	2	1	2	4
Peak2066980	4	4	4	4	2	2	2	2	2	1	2	1	4
Peak2067010	5	4	4	4	4	4	4	2	2	2	2	2	4
Peak2067015	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak2067016	5	5	5	5	5	5	4	4	4	4	4	2	6
Peak2067017	5	5	5	5	5	4	4	4	2	2	2	2	3
Peak2067030	4	4	4	4	4	4	2	2	2	2	2	3	4
Peak2067031	2	2	2	2	2	2	2	2	2	1	2	4	7
